id;name;age;address;city
21070;Lilia Shaun Lili Valenius;54;Nelsontie 41N 34;Taipalsaari
24430;Arte Eija-Maija Tom-Erik Svahn;41;Katjaanatie 29K 7;Veteli
17904;Ringa Haapavaara;64;Merissakatu 31M 43;Saloinen
13955;Minna-Maaria Heinikki Hautoniemi;45;Zaidakatu 35Z 42;Maaninka
25111;Tahiti Antoinette Shira Rinta-Valkama;42;Pia-Marjakatu 34P 44;Karvia
19411;Pertunpoika Kilpijoki;46;Mariijatie 47M 10;Himanka
11792;Anni-Marja Jasperi Hannamaria Schorin;21;Aarokatu 32A 21;Valkeakoski
11442;Lindsay Elli-Marja Toom;53;Hieukatu 21H 42;Keitele
1051;Avi Stanislaw Havén;56;Mariitakatu 24M 25;Merikarvia
10182;Suvi-Sisko Mairi Georgia Eteläniemi;64;Mikaelkatu 32M 30;Raseborg
7831;Irene Alatainio;45;Siwkatu 30S 46;Kannus
592;Kari Tesla Tiina-Maija Litukka;51;Catjatie 43C 14;Finström
8911;Mitro Doroci;67;Björnssonkatu 13B 44;Kärkölä
12945;Aleksanter Linnea Jarkontytär Sinisaari;29;Ainamokatu 32A 46;Hauho
20133;Miski Christiansson Vitalis Sucksdorff;26;Veli-Miestie 39V 0;Porvoo
8740;Haitham Arkan Beatrice Riham Suotula;48;Claes-Görankatu 2C 0;Lappeenranta
29357;Agne Hans-Peter Alapeteri;52;Eljastie 11E 36;Kristinestad
28975;Aston Kamal Laxell;51;Tesskatu 7T 46;Laukaa
10219;Juha-Petteri Vilenius;48;Damontie 15D 33;Myrskylä
8843;Lorentz Tuula Halla;33;Robynkatu 24R 42;Karkkila
29020;Leenu Kaisu Evangelia Kortepohja;40;Christaltie 20C 38;Jyväskylä
11608;Aarika Hella Vuorihuhta;24;Chautie 1C 22;Hämeenlinna
3225;Wenla Enzio Deborah Oivaranta;37;Aydakatu 47A 9;Klaukkala
3276;Arabella Teoman Lydmila Ronny Yli-Nikkilä;64;Olliekatu 35O 35;Varpaisjärvi
24512;Kukkamaaria Viander;18;Marenkatu 6M 45;Himanka
29710;Nio Janka Dieu Hirvi;53;Aveliinakatu 19A 11;Leppävirta
19305;Aasa Riikka-Maija Ove Mikkeli;62;Selimkatu 30S 37;Rääkkylä
26741;Jyri-Petteri Ziad Mireille Luosto;41;Augustinustie 21A 30;Mynämäki
10307;Trinh Fatih Helvilä;18;Suvi-Elinatie 33S 41;Raahe
9996;Sergeevna Agneta Diar Ratamaa;56;Tiakatu 30T 33;Pöytyä
10605;Dexter Matti-Juhani Seren Santapukki;65;Veli-Jussikatu 44V 23;Ypäjä
20440;Anni-Maija Raika Taina-Liisa Väkiparta;36;Sannitie 31S 39;Tervo
22382;Auruura Zandra Juha Heli-Riitta Ylikerälä;28;Pearltie 22P 33;Loimaa
1298;Sadaf Hyyrönmäki;53;Wildakatu 41W 37;Aura
20126;Ulli Ama Nordin;42;Zionkatu 40Z 25;Pedersöre
25759;Emeliina Dunja Roslakka;63;Nafisakatu 43N 33;Halikko
12640;Miika-Matias Matti-Juhani Lindsay Pussi;28;Lillitie 6L 35;Kannus
29863;Minea Yahia Mikka Tiuraniemi;49;Tildatie 6T 38;Ekenäs
8393;Eben Ronja Jenna-Maria Juntheikki;64;Heikkakatu 3H 28;Jämijärvi
1478;Gry Tarja-Riitta Jan-Peter Raivio;44;Joosetie 1J 0;Seinäjoki
27921;Mokhtar Enid Tuisku;39;Gunnitie 19G 43;Kuusankoski
26967;Angelica Orenius;30;Nyytitie 15N 4;Vääksy
21121;Esa-Jussi Scott Petro;21;Ragnvaldtie 48R 0;Lappajärvi
14473;Jasna Roihu Lompolojärvi;61;Hanna-Reettakatu 4H 40;Varpaisjärvi
25455;Thong Ontrei Kytösaho;25;Sini-Marjakatu 17S 28;Nilsiä
19482;Derrick Alejandro Hermine Ahmala;44;Jade-Mariakatu 35J 13;Lappi
17475;Mia-Marika Iouri Axelina Jaako Törhönen;65;Murutie 8M 13;Mikkeli
28956;Samu-Petteri Daniela Laahanen;60;Ingmarssonkatu 33I 19;Lahti
20744;Joaquin Zsuzsanna Jani-Petri Kakkonen;60;Marcinkatu 25M 17;Ikaalinen
29907;Tessa Desirè Valerie Rinta-Kyttä;36;Mischakatu 49M 28;Mäntsälä
28171;Tuva Fannie Maja Filppu;46;Ulla-Maariakatu 2U 48;Toivakka
20113;Jore Alan Touho Jakosuo;61;Jussetie 36J 22;Kärkölä
18057;Kaino Elsayed Anssi-Pekka Warro;29;Sievikatu 14S 4;Punkalaidun
7864;Meja Enso Arianne Lamminsalo;45;Marlenkatu 18M 11;Eckerö
8006;Shawn Ojamäki;50;Naemikatu 7N 29;Rajamäki
7872;Jabbar Latif Annea Peromaa;33;Bengttie 41B 31;Suonenjoki
2717;Abdirisaq Enia Betina Suuniitty;58;Iida-Kaisakatu 36I 5;Vårdö
3707;Eevamaija Katja-Mari Abdikarin Haaparanta;25;Mirja-Leenakatu 25M 13;Kaskinen
7344;Aleksiina Nika Lonny Linderoos;26;Pärkatu 42P 11;Ödkarby
6367;Vesa-Tapio Bengtsson Suovuori;39;Ebrukatu 6E 21;Pieksämäki
7631;Carolina Jokikokko;20;Zeldakatu 43Z 34;Pöytyä
6301;Damla Niina-Maija Selinkoski;29;Rozakatu 10R 39;Pöytyä
11888;Sinipilvi Kolunsarka;19;Minna-Johannakatu 10M 13;Veteli
4558;Agnia Lehtokari;36;Nadeemkatu 7N 40;Mynämäki
13698;Niko-Joonas Krister Elli-Marja Kudjoi;56;Shiretie 14S 8;Savitaipale
23006;Miiro Bruno Wilhelm Pöllänen;23;Haotie 20H 28;Koria
3025;Eléonore Hong Kirsi-Marjaana Karikumpu;54;Maria-Elenatie 15M 4;Riihimäki
29467;Alexis Wilho Konsta Hievanen;57;Raunatie 26R 3;Jakobstad
5486;Luigi Tuyen Hotinen;53;Ulla-Maijatie 15U 16;Kontiolahti
7824;Adile Dylan Palomäki;31;Jeremytie 2J 6;Hollola
22679;Piija Marja-Kaisa Limingoja;56;Oilikkitie 2O 39;Outokumpu
27611;Kare Eddie Pihkamäki;39;Roopetie 16R 38;Karvia
11653;Leoni Leonna Özlem Micklin;49;Helmi-Elisatie 20H 3;Ylistaro
11942;Arttu-Pekka Cornelia Reeta-Mari Honka;65;Kai-Petrikatu 29K 19;Ylöjärvi
13803;Martha Eren Evy Kylmäaho;64;Zohrakatu 16Z 0;Kuortane
5424;Katie Esikko Kepponen;32;Neenakatu 1N 40;Liminka
21075;Nasro Nikolas Nelli-Maria Elander;21;Abdelrahmantie 40A 10;Laukaa
17516;Raineri Tatjaana Ikenna Riittinen;28;Nikolajevnatie 34N 26;Rusko
27467;Sini-Sofia Eeva-Johanna Lauhaluoma;27;Eerikatu 40E 48;Oulainen
18812;Mairi Nivell;56;Boytie 16B 47;Suonenjoki
8133;Anteronpoika Set Hillervo Heimovirta;62;Solbrittkatu 47S 26;Miehikkälä
5430;Jukkapekka Satu-Johanna Riina-Maija Rieskaniemi;27;Albanustie 42A 19;Pornainen
11112;Sahal Tuomo Hanneli Hummelholm;20;Yukiokatu 33Y 21;Lammi
29453;Ertta Jone Eugenio Vuorenmäki;38;Lillevikatu 31L 2;Lammi
3886;Wiking Nica Varjonen;24;Aritatie 28A 13;Asikkala
20052;Reija-Liisa Carl-Anders Polviander;29;Pieratie 50P 27;Lappträsk
25251;Muhammed Shani Lucia Alaiso;31;Taavatie 1T 34;Kihniö
11937;Eugén Betty Lilius;18;Okkotie 42O 31;Finström
13062;Barbro Salvia Kant;65;Elisabetkatu 40E 44;Järvelä
11175;Veli-Markku Usama Parjanen;57;Melaniatie 48M 31;Haukipudas
10335;Håkansdotter Pohjasmäki;54;Salotie 1S 2;Merijärvi
20202;Hanna-Riikka Suorsa;29;Aslakatu 38A 12;Pöytyä
14207;Marcin Lassi Havuaho;30;Laulikkitie 18L 44;Tarvasjoki
16949;Hinda Pablo Pette Tillgren;22;A.tie 39A 4;Ekenäs
23884;Friedrich Jungarå;55;Signartie 50S 19;Porvoo
4117;Kastriot Fritz Antti-Tapio Vilmunen;38;Lainatie 2L 20;Pyhäjärvi
17864;Yoel Volodymyr Vesterberg;63;Shantitie 3S 29;Lempäälä
9355;Zeynep Perttuli Aapakari;55;Miikka-Matiastie 29M 18;Ruovesi
14449;Linnea Ludovic Mattis Ile Aartola;19;Attilatie 18A 25;Savitaipale
17201;Isela Satu-Mari Keso;40;Sadiktie 9S 15;Valkeala
5420;Ada-Sofia Riihikallio;28;Nimotie 23N 23;Godby
14069;Salla-Maaria Niko-Matti Sultan Meral Ala-Prinkkilä;27;Toomastie 23T 19;Pöytyä
9940;Jenni-Maria Wen Pirjoriitta Rantatupa;63;Hilpitie 26H 1;Evijärvi
9475;Eelovi Saara-Maria Piilo;32;Anna-Riinatie 32A 49;Keikyä
17293;Vesamatti Francesco Irja Ala-Louvesniemi;57;Ristotie 27R 22;Jyväskylän Maalaiskunta
29669;Marttin Margrete Mikko-Ville Rautiainen;40;Wyattkatu 12W 34;Muuruvesi
26035;Serhat Alexsanteri Amer Vähämaa;60;Minjatie 11M 2;Kontiolahti
19967;Mihail Elvine Nicky Kollanus;67;Simonakatu 20S 7;Siuntio
23922;Nala Anselmo Anne-Mai Pöntiö;66;Aleidatie 15A 33;Padasjoki
20916;Anab Alaric Kortetmaa;23;Dimitrijtie 9D 25;Vinkkilä
25715;Nael Hjalte Anni-Maria Tuomisoja;53;Eliidatie 22E 11;Muurame
19952;Abdulrahman Torkel Tiia-Marika Sarlund;24;Ayoubkatu 2A 44;Ylöjärvi
13560;Hedi Gleisner;64;Farhankatu 29F 4;Kauniainen
14444;Defne Merette Joline Syysmäki;40;Kalevinpoikakatu 2K 16;Luumäki
1965;Vilius Adea Iso-Tuisku;19;Masoudtie 31M 39;Kyrö
13719;Ane Aadi Korsberg;50;Vidartie 28V 45;Reisjärvi
16222;Gundborg Zuhair Väätti;59;Retriikkakatu 41R 10;Ruokolahti
26589;Enzo Valpuri Hilla-Maria Kaukola;36;Netta-Mariakatu 33N 24;Suonenjoki
13061;Susette Erza Mason;57;Hillervokatu 22H 4;Paimio
23903;Karen Matintytär Aimo Hernesmaa;46;Trinhkatu 32T 13;Vanaja
27971;Ilkantytär Helttula;23;Salla-Maaretkatu 7S 10;Keminmaa
11076;Tamara Olof Karolina Veijola;32;Mathewkatu 34M 6;Ilmajoki
25324;Haakon Shukrije Liulia;67;Sakariakatu 23S 25;Laitila
2561;Abdirizak Riihiluoma;27;Mirnatie 28M 39;Ikaalinen
334;Carl-Michael Seija-Sinikka Ristontytär Enya Vesalainen;67;Janne-Veikkotie 5J 13;Toholampi
14122;Merja Lundgren;46;Kaunotie 17K 16;Keuruu
22969;Jyry Kaj-Henrik Olkoniemi;44;Margueritetie 5M 29;Kerava
29985;Anna-Lisa Keth Amiri;21;Pälvikatu 9P 0;Vesanto
12815;Laurence Toni-Matti Santos Katko;35;Pikekatu 42P 7;Kaavi
22869;Fakher Björn-Erik Rinta;49;Afnaantie 38A 24;Bennäs
12741;Aino-Liisa Diyar Välimäki;66;Janakatu 23J 45;Janakkala
15824;Hans-Peter Una Formisto;29;Samponpoikakatu 26S 13;Varpaisjärvi
14452;Abdifatah Koski;40;Gloriatie 43G 37;Ylivieska
22888;Mentor Lundstedt;26;Sari-Leenatie 17S 12;Pieksämäen Maalaiskunta
26182;César Suzanna Joukontytär Pitkälahti;25;Camilakatu 30C 37;Elimäki
27399;Fredrika Thure Tabita Kallionpää;37;Anna-Christinatie 7A 22;Helsinki
25107;Diandra Hellevi Kyheröinen;67;Tramtie 48T 12;Pori
9651;Rea Veijo Viivia Hörkkä;60;Shqipetie 43S 44;Pedersöre
29628;Pirkko Ninni-Maria Jenna-Julia Birling;26;Cesiliakatu 17C 20;Espoo
15086;Eero-Oskari Erna Olavi Sirkkunen;38;Asratie 49A 49;Maaninka
4631;Riikka Aimo Kari Matthieu Lindstén;33;Kenttie 2K 1;Kausala
4975;Jaakko-Juhani Joséphine Oski Wäre;19;Julinatie 44J 38;Saloinen
3498;Kimi Carl-Erik Halimi;41;Maija-Helenatie 27M 40;Pattijoki
27651;Sasu Soila Jalanne;50;Demirtie 43D 49;Luvia
25469;Evangeline Zoey Kotkamaa;43;Zoltankatu 37Z 41;Hanko
16261;Thordis Tiinaliisa Luan Storbacka;34;Juho-Eriktie 42J 2;Dragsfjärd
15263;Anna-Miia Honga;54;Miia-Riinakatu 35M 14;Karvia
27572;Sierra Ellinor Sakala;60;Markuksenpoikakatu 16M 5;Pargas
7614;Dilara Avelina Cora Elmi;56;Gheorghekatu 19G 39;Nurmo
28062;Soili Havina Tony Smirnova;57;Lusiinatie 47L 33;Hämeenkyrö
29059;Juho-Jaakko Uusihakala;59;Pawelkatu 2P 23;Kemi
16751;Dinh Arlene Pirjo-Helena Tupeli;33;Aino-Mariatie 49A 3;Petäjävesi
6006;Hanna-Riina Eivor Paattiniemi;23;Fahadtie 41F 21;Lammi
3630;Helma Marie-Helene Megan Kota-aho;45;Suadtie 34S 12;Kausala
3937;Helmi-Sofia Milonoff;19;Editkatu 1E 15;Paimio
12071;Gillis Samintytär Miikantytär Bergdahl;60;Eugentie 24E 48;Kuortane
2113;Will Lilli Toive Hussa;59;Saabiriintie 13S 38;Tyrvää
24431;Auvikki Satu-Mari Vihreäsaari;43;Piippatie 34P 6;Mynämäki
7624;Öjvind Pieti Aliyah Bjugg;29;Kuutartie 29K 38;Kankaanpää
20741;Maksimus Asif Hilpinen;63;Domenicotie 39D 14;Jurva
15133;Mansour Tove Destiny Kyrönlampi;54;Salehkatu 45S 10;Kannus
7804;Yury Katherine Ann-Cristin Miiros;22;Hafsakatu 11H 3;Ylöjärvi
3685;Penja Pirttivaara;55;Wiolatie 30W 17;Huittinen
12023;Hannu-Pekka Maurizio Zina Alimattila;53;Sabatie 7S 43;Järvelä
29819;Eeles Nico-Petteri Fernandez;25;Panu-Pekkakatu 6P 1;Sievi
25404;Edvard Aino-Maria Holmila;59;Jericakatu 45J 27;Äänekoski
28654;Randall Saleh Deniz Kaskela;42;Hazalkatu 13H 24;Espoo
6138;Altti Pelle Iida-Maija Miitta Kopiloff;36;Natalijakatu 40N 9;Tuusula
6691;Riitu Tapio Shakira Talma;18;Evangelinetie 19E 26;Pornainen
27468;Hanna-Riina Linda-Sofia Soidinaho;23;Eileentie 10E 47;Kauniainen
23039;Chiamaka Ariadna Nuoritalo;40;Retutie 50R 49;Bennäs
12695;Terhi-Liisa Juuni Jarkko-Juhani Tähkänen;37;Anne-Majtie 24A 32;Koski Tl
15981;Ramzi Tiia-Emilia Stormbom;21;Herttakatu 14H 24;Kaustinen
20833;Love Patric Pomeliina Armiida Valtamo;66;Seliinakatu 11S 32;Dalsbruk
3210;Juuni Remonen;59;Hanna-Riittatie 31H 44;Siltakylä
11325;Gul Kate Eenokki Jannika Junnonaho;24;Untotie 30U 37;Jämijärvi
15382;Jura Günter Gösta Periviita;59;Adrianatie 32A 35;Rajamäki
21588;Per-Olof Avelia Hornela;59;Asadkatu 18A 39;Merikarvia
8942;Deeqa Veela Annariitta Melart;63;Jacetie 11J 40;Polvijärvi
25592;Eila-Kaarina Timjami Dorthy Huumonen;18;Inkatie 9I 4;Turenki
6979;Tyyko Immi Daniela Kaistila;46;Niko-Villetie 40N 47;Mänttä
7376;Riina-Mari Almida Jukka-Pekka Silius;34;Auruurakatu 15A 45;Turku
29218;Natasa Duyen Alonzo Ghassan Adow;62;Alyssakatu 9A 14;Jämsä
5374;Anssi Eugenia Sami-Petri Truhponen;66;Tindratie 6T 44;Juva
2767;Marjan Rebwar Hertzberg;31;Editatie 4E 38;Köyliö
4738;Tommie Shanti Salolahti;67;Asterixkatu 33A 5;Punkalaidun
17406;Nina-Liisa Teresita Rajanummi;31;Arvidkatu 20A 5;Askola
11390;Iira Ville Sarkula;41;Haltikatu 16H 20;Leppävirta
12100;Kaappo Sally Arne Siniketo;43;Eliisabethkatu 37E 3;Pyhäsalmi
20591;Liisamaria Karam Sälevä;22;Sharminkatu 12S 29;Eurajoki
13457;Kai-Erik Taha Miclas Myllärniemi;66;Thereskatu 10T 9;Nilsiä
24598;Eeva Dung Wambui Hannelin;40;Dominickatu 50D 23;Ylistaro
23015;Onni-Kalle Henna-Leena Syväri Niittyviita;53;Kaj-Oloftie 35K 26;Hämeenlinna
7222;Smilla Sulamit Vesa Kortesalmi;46;Pikkatie 20P 36;Laukaa
12098;Gustav-Adolf Juha-Mikko Topra;48;Pirjotie 38P 6;Oitti
26975;Jallu Rahikkala;45;Zenakatu 19Z 31;Uusikaupunki
12832;Noora Suvikas;36;Melittakatu 16M 10;Heinola
26624;Kiana Ann-Helen Mönttinen;58;Sarastekatu 11S 17;Pyhäselkä
28067;Hannu Moona-Maria Suontaka;61;Milgatie 38M 40;Rautjärvi
8046;Abdirisaq Robi Juho-Erik Silfsten;31;Sventie 17S 30;Seinäjoki
20191;Levente S. Vilpertti Walkeajärvi;41;Kuunokatu 42K 22;Karvia
8903;Alanna Artjom Kaukomaa;28;Henrikatie 33H 35;Iitti
18920;Kerkko Veeti-Valtteri Wicht;60;Aulitie 37A 11;Imatra
5295;Aamos Sascha Itäpää;42;Anna-Kristinatie 34A 46;Dickursby
20429;Samintytär Ninette Guido Rapola;36;Totie 6T 9;Vinkkilä
957;Joana Tomasz Lulu Reijola;50;Muhumedtie 25M 8;Tarvasjoki
8618;Aleksinpoika Timo-Veikko Airaskorpi;30;Abdullaahikatu 21A 32;Toijala
20804;Huugo Synneve Satto;40;Dorotakatu 28D 43;Pukkila
15550;Maret Nea-Noora Häyhänen;52;Karokatu 38K 40;Pieksämäen Maalaiskunta
29804;Karina Thorvald Mika-Markus Järvisalo;21;Kaisaleenakatu 4K 35;Kerava
11292;Marcella Borisovna Vuorenmaa;24;Eija-Sinikkakatu 1E 18;Vinkkilä
19510;Derrick Laurén;67;Ciiakatu 14C 18;Jokioinen
29821;Nelma Taru-Maija Tuukkala;61;Hilkka-Liisakatu 40H 43;Klaukkala
22548;Ulla-Pia Lars-Peter Kokka;42;Jennamiiakatu 2J 11;Kuusankoski
2154;Hoang Elsie Aureelia Moijanen;37;Lars-Gustavtie 33L 32;Merijärvi
14725;Terno Jaqueline Nurmoranta;26;Margarethekatu 8M 9;Piikkiö
27209;Maggi Ekblad;36;Nguyenkatu 17N 16;Korpilahti
9791;Jesmiina Nhut Kasperi Marja-Reetta Clark;29;Kieukatu 31K 31;Petäjävesi
10604;Ala Antonis Salkunen;61;Iinukatu 42I 6;Lohja
26411;Jari-Matti Teirfolk;49;Dilektie 33D 42;Geta
22804;Aku-Ville Jari-Jussi Rautsala;20;Teutoritie 22T 5;Karhula
13235;Damla Melani Seni Huntus;53;Abdullaahitie 20A 32;Kokemäki
14683;Lars-Ole Anshelm Eeki Elissa Lautamäki;36;Manoliskatu 28M 31;Kerimäki
8582;Klas-Erik Jael Ulla-Terttu Nätkinniemi;18;Lumituulitie 13L 4;Tervo
19811;Elea Jeniina Heini;43;Meryamkatu 50M 37;Sievi
21035;Lennon Pascal Jussinniemi;42;Joukontytärtie 35J 2;Godby
11917;Bo Almida Harsia;56;Mikikatu 4M 18;Kauhava
28752;Rachelle Jouka Erkinjuntti;63;Timoteikatu 50T 44;Vörå
4645;Bastian Damir Tayfun Savikangas;49;Meijakatu 7M 45;Laitila
25370;Maja-Lisa Pirjoriitta Schåman;56;Joosekatu 2J 18;Rantasalmi
15961;Sven-Erik Eemili Litola;56;Gun-Marietie 28G 4;Saloinen
5604;Ejvind Jacoba Eklund;20;Hilmerkatu 42H 37;Vuolijoki
12688;Lotfi Abdallah;52;Björnsontie 48B 13;Kuortane
22746;Harley Marjaliisa Beatrix Rajakallio;61;Marlakatu 34M 46;Hartola
23970;Anne-Marjatta Kieu Frank Strand;58;Doroteakatu 36D 18;Äänekoski
16634;Marina Inka Helfrid Frant;44;Toni-Kristiantie 3T 15;Mynämäki
885;Hartvig Neva Röksä;62;Daltonkatu 49D 40;Kangasniemi
14533;Köpi Iso-Aho;46;Inaritie 49I 33;Turku
25164;Lyyti Lainesalo;52;Salihtie 20S 21;Karhula
10995;Aada-Sofia Velmeri Pellikainen;64;Melitie 42M 40;Ypäjä
1827;Mia-Sofia Mahmood Gröning;32;Marja-Lenatie 32M 40;Rusko
17076;Emilian Philip Petäjäkangas;61;Merja-Riittatie 29M 35;Kaustinen
16859;Althea Margrethe Viljamäki;41;Bertiltie 36B 31;Ekenäs
28545;Sonja-Maria Ulli Miettunen;51;Willhelmtie 32W 18;Kirkkonummi
2275;Eeno Ancela Bach;22;Teofilustie 9T 49;Paimio
11548;Pirjo-Riitta Ann-Cristine Aapeli Komulainen;64;Ayeshatie 44A 2;Alavieska
19027;Vivi-Anne Eira Pörrö;37;Manontie 31M 5;Koski Tl
28804;Seppo Miliza Janintytär Sainio;49;Johnnykatu 31J 49;Heinola
18222;Le Yrjö-Pekka Salovaara;44;Kenttie 18K 43;Mouhijärvi
23889;Arline Reijo Lartama;18;Lainekatu 46L 3;Ii
11145;Didier Hava Reiniö;55;Ing-Marikatu 9I 7;Kälviä
14373;Adam Aura Hintikka;52;Heikki-Juhanikatu 21H 45;Keitele
17680;Kaisa-Helena Metsänoja;19;Christianssonkatu 7C 39;Pieksämäki
10476;Sakunpoika Cecilia Hani Ojanne;30;Faisatie 49F 11;Alastaro
29053;Nikolina Jyri-Pekka Liisamaria Kaipila;64;Meri-Tuulikkikatu 7M 9;Riihimäki
10029;Emmi-Karoliina Tea-Maria Takku;36;Annabellekatu 49A 39;Jurva
3448;Aliina Rauna Japola;42;Kaijuskatu 49K 18;Vihti
16601;Ilija Eskola;43;Esratie 33E 11;Sauvo
15770;Yang Gurli Veteläsuo;45;Mayakatu 12M 10;Tyrvää
4030;Rasheed Ly Rehnström;29;Eija-Sinikkakatu 15E 4;Honkajoki
4944;Merve Kaspian Vähäkari;36;Ramlatie 22R 30;Kauhajoki
24777;Besim Akintytär Chi Repe Kotalampi;50;Eirictie 44E 19;Tornio
27676;Ea Sören Sony Hanna-Karoliina Hietanoro;37;Liangtie 44L 16;Hamina
10165;Safiya Roxanne Afrim Saukkosaari;49;Antonioskatu 19A 22;Alavieska
20136;Majed Jouhki;65;Rheakatu 4R 13;Rautjärvi
22197;Zaid Elisa Olavinpoika Vihtkari;60;Jarmontytärkatu 38J 37;Salo
17772;Antonietta Mika-Markus Kankaristo;23;Emmilottakatu 45E 17;Lahti
3045;Pietari Perttola;50;Pedrokatu 32P 32;Tuusula
8205;Sole Jukanpoika Ylikorpi;45;Aabrahamtie 39A 35;Nurmes
3229;Georgina Kiril Kant;38;Aino-Maariakatu 24A 38;Oulainen
26280;Desmond Tor-Alf Tuulianna Eiranto;45;Markku-Pekkatie 21M 49;Översundom
28578;Kivi Hesham Impola;25;Sisselkatu 22S 26;Karttula
900;Mischa Nima Päivi-Leena Tulinen;55;Aratie 34A 2;Hartola
10213;Kuutar Isko Nappari;25;Daoudkatu 7D 43;Humppila
18017;Jan-Christian Pasi-Pekka Annemaj Jouninpoika Sonné;18;Ingelakatu 5I 47;Hämeenkyrö
10215;Lauriina Walter Joaquim Soheil Teeri;36;Moustafakatu 14M 20;Joutsa
13471;Cecil Trygg;21;Deeqotie 36D 8;Pornainen
18808;Delila Sjöroos;24;Hamiltontie 26H 35;Karinainen
6791;Mari-Leena Rutonen;46;Satu-Susannakatu 21S 22;Alajärvi
14639;Frida Piki;53;Alessiakatu 49A 21;Kokemäki
1593;Hasan Aliyah Merranmaa;26;Abdellatifkatu 5A 34;Paimio
13297;Jin Olof Seila;33;Joninpoikatie 31J 41;Lapua
15930;Margareetta Jopi Hannu-Pekka Somby;41;Arttu-Oskaritie 10A 11;Piikkiö
27448;Hilja Huilla;51;Nilstie 27N 33;Björby
10502;Arla Lilyan Mäki-Jaakkola;27;Ralphkatu 24R 40;Kuortane
14615;Uki Artan Cleo Reid;38;Eekakatu 50E 2;Viitasaari
18867;Jarlsdotter Mika-Petteri Vaajala;21;Viktorkatu 6V 47;Porvoo
12521;Rachelle Ristamäki;27;Deborahkatu 24D 10;Lappeenranta
3944;Mary-Anne Lumilla Niittumaa;59;Vilja-Tuuliatie 37V 7;Honkajoki
11644;Onni-Ilmari Arbnor Zakariye Rahijärvi;30;Sonitie 6S 41;Joroinen
8061;Riitta-Helena Tuula-Mari Kadi Hasani;27;Sol-Britttie 31S 33;Kuru
23161;Fidel Santtu-Pekka Turva;38;Anselmokatu 37A 49;Nousiainen
28934;Sigge Milton Aulen;28;Piia-Riittakatu 33P 38;Jakobstad
1360;Trinity Duyen Isopahkala;54;Kreettakatu 20K 7;Luumäki
28158;Gundborg Emmett Siikala;43;Aino-Maariakatu 3A 48;Vesanto
3953;Sirkka-Maija Sven-Eric Cooper Clarén;45;Wolmartie 50W 36;Vantaa
11803;Abderrahim Saamuel Elza Kortell;54;Per-Anderstie 47P 18;Padasjoki
4265;Hertta Farid Andtfolk;65;Nicolettekatu 16N 3;Toijala
6945;Verona Atanas Liinu Purtanen;29;Gunborgtie 3G 31;Kannus
28359;Ristonpoika Zion Alt;23;Svanttetie 48S 6;Heinolan Maalaiskunta
20453;Catharine Vuorensola;59;Zakitie 29Z 45;Klaukkala
22183;Taavi Miina-Liisa Saeed;43;Kjell-Erikkatu 37K 6;Vääksy
10136;Giorgio Anriikka Safina Wuolijoki;22;Anna-Kaarinakatu 27A 39;Jokioinen
8850;Cindi Nikoletta Marja-Riitta Reijomaa;30;Anttipekkakatu 35A 8;Parola
14254;Lauri-Pekka Kalervo Uittomäki;51;Darakatu 47D 44;Vanaja
20181;Outi-Maaria Suha Finneman;24;Outi-Katariinakatu 36O 20;Kauhajoki
14561;Juuli Alpertti Lantiainen;66;Owekatu 19O 49;Muhos
21088;Katjusha Eetvart Perkiömäki;61;Giantie 42G 40;Haapajärvi
13793;Måns Janissa Maxim Kovala;48;Thildetie 22T 26;Jyväskylän Maalaiskunta
29269;Jukka-Petteri Valojää;52;Iankatu 15I 5;Siltakylä
6236;Soma Sisko-Riitta Riikka-Elina Agatha Ussa;25;Roccotie 27R 38;Ylistaro
6365;Ronda Sue Uljanoff;63;Aliyatie 1A 47;Tyrvää
347;Angeline Berat Ruoppa;29;Alisekatu 29A 20;Nummi
5237;Feelix Liljanko;64;Pia-Susannatie 5P 2;Haukipudas
15234;Osman Ezekiel Garam;23;Siiverttitie 35S 40;Lapinlahti
395;Tetti Rilla Nilosaari;27;Mikhailkatu 9M 18;Padasjoki
8469;Christo Matleena Uusi-Kerttula;56;Annalisatie 15A 26;Alastaro
11289;Khalil Keski-Rahkonen;63;Shiretie 32S 30;Lohja
5563;Mats-Erik Tapaninpoika Emi Lundsten;60;Reinhardkatu 23R 6;Mäntsälä
22441;Krisse Heline Augustina Ojapalo;66;Pihkatie 11P 5;Turenki
1157;Eeva-Kaarina Beata Marja-Anneli Juusela;58;Pricellakatu 25P 7;Luvia
12873;Aino-Mari Phoenix Jürgen Skyttälä;31;Kaddykatu 33K 5;Lappi
15125;Eina Henrintytär Bea Bunda;56;Jani-Juhanikatu 11J 43;Jyväskylä
18924;Pi Algot Tabita Kemola;50;Pennitie 33P 29;Pedersöre
19917;Valde Teofilus Sandvik;24;Sävytie 41S 20;Karinainen
22704;Miika-Matias Annu-Maria Leirimaa;49;Mohamudtie 31M 46;Mänttä
29729;Kuisma Jaana-Maija Hussain Tiisala;50;Mirabellakatu 47M 20;Sievi
9028;Haji Jan-Christer Asanti;67;Visarkatu 37V 22;Outokumpu
9261;Eleana Miia-Maarit Kerkola;51;Ryszardkatu 13R 1;Vårdö
15821;Jerome Villehard Alapappila;51;Olessiakatu 24O 13;Pornainen
26176;Nuutti Heikka Antinniemi;58;Chatrinetie 35C 1;Kellokoski
